Disruption ID,Date Issued,Start Date,Finish Date,Status,Closure,On Street,From Street,To Street,Impact,Duration,Details,Description,Activity Type,Traffic District,Infrastructure,point
289,,"Jun 07, 2025","Jun 07, 2025",Complete,96 St Closure,96 Street NW,Jasper Avenue NW,103 Avenue NW,Total Closure,8am to 5pm,Starts Sat. June 7 from 8am to 5pm. 96 St closed from Jasper Ave - 103 Ave. 96 St - 102A Ave intersection closed including the bike lane. Slow Zone Yield to Pedestrians will be implemented. Detour using other route.,Special Event,Special Event,Central,Road,POINT (-113.48200683766316 53.543626564701356)
64,,"Jan 01, 2024","Oct 31, 2025",Current,97 St; 79 Ave-80 Ave Total Closure,97 Street NW,79 Avenue NW,80 Avenue NW,Total Closure,22 Months,"97 ST, 79-80 AV northbound and southbound closed for drainage shaft installation. Pedestrian detour as per posted signage. Local access will be maintained. Detour using other routes.",Drainage Shaft Installation,Construction,Central,Road,POINT (-113.47976256948479 53.51514569786142)
215,,"May 14, 2025","May 14, 2025",Complete,Traffic Incident,WHITEMUD DRIVE NW,122 STREET NW,,Traffic Incident Delays,Unknown,Stalled car in the right lane Eastbound Whitemud Drive on the Rainbow Valley Bridge.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
575,,"Aug 08, 2025","Aug 11, 2025",Current,Yellowhead Tr Reduced to 1 Lane WB,Yellowhead Trail,Saint Albert Trail,142 Street NW,Travel Delays,3 Nights and 2 Days,"Yellowhead Tr will be reduced to 1 lane WB from 11pm on Friday, August 8 until 6am on Sunday, August 11. Use other routes.",Drainage Maintenance,Construction,Northwest,Road,POINT (-113.5659358333032 53.58100729478226)
465,,"Jul 11, 2025","Jul 13, 2025",Complete,Whyte Avenue Art Walk,105 Street NW,82 Avenue NW,83 Avenue NW,Total Closure,3 Days (06:00 - 19:00),105 Street from north side of 82 Avenue to alley north of 82 Avenue closed daily from 06:00 to 19:00 for the Whyte Avenue Art Walk.,Special Event,Special Event,Central,Road,POINT (-113.50046161087198 53.51808033120938)
406,,"Jun 05, 2025","Jul 23, 2025",Complete,113 Street Southbound Lane Closure,113 Street NW,67 Avenue NW,,Travel Delays,1 Month,Southbound 113 St at 67 Ave is reduced to a single travel lane. The west sidewalk will be closed and pedestrian detour in place. Use other routes.,Emergency Drainage Repair,Construction,Central,Road and Sidewalk,POINT (-113.52284195310055 53.50389928199053)
357,,"Jul 01, 2025","Jul 01, 2025",Complete,Canada Day Lendrum Criterium,113A Street NW,54 Avenue NW,57 Avenue NW,Total Closure,1 Day (7am - 6pm),"Total Closures as follows: 1) 113A St, 54 Av - 57 Av 2) 56 Av, 113A St - 113 St 3) 113 St 55 Av - 56 Av 4) 55 Av, 113 St - 113A St 5) 54 Av, 113A St - 114 St 6) 114 St, 54 Av - 57 Av 7) 57 Av, 114 St - 113A St. See attached map.",Special Event,Special Event,Southwest,Road,POINT (-113.52175463348921 53.49062521834529)
587,,"Aug 17, 2025","Aug 17, 2025",Complete,2025 City Marathon 2/4,Jasper Avenue NW,99 Street NW,124 Street NW,Total Closure,5am to 2:30pm,"Total closure Jasper Ave, 99 St to 124 Street; Single lane on Jasper Avenue EB, 124 St - 119 St available for Local Access.",Edmonton Marathon,Special Event,Central,Road,POINT (-113.5360702819065 53.5415043532287)
635,,"Aug 24, 2025","Aug 24, 2025",Complete,95 St Closure,95 Street NW,108 Avenue NW,109A Avenue NW,Total Closure,8am - 9pm,"Total closure of the folowing roads to accommodate the Festa Italiana event.
95 St, 108 Av - 109A Av; 108A Av, 94 St - 95 St; 109A Av, 94 St - 95 St;",Special Event,Special Event,Central,Road,POINT (-113.48406630799765 53.55474887014992)
432,,"Jul 07, 2025","Jul 09, 2025",Complete,LowLevel Lane Closure,Connors Road NW,98 Avenue NW,McDougall Hill Road NW,Increased Travel Time,Two Nights,Low Level Bridge northbound will be reduced to a single lane nightly between 20:00-06:00hrs.,Bridge Wash,Construction,Central,Road,POINT (-113.48151337299662 53.536860805784656)
313,,"Jun 16, 2025","Jul 22, 2025",Complete,Directional closure westbound,31 Avenue,Youville Drive West,66 Street,Increased Travel Time,37 Days,"Beginning Monday June 16 at 7:00 a.m., 31 Avenue is closed to westbound traffic; a single lane eastbound is maintained.",Active modes construction,Construction,Southeast,Road and Sidewalk,POINT (-113.4323304998152 53.46238447270332)
336,,"Jun 22, 2025","Jun 22, 2025",Complete,Santa Maria Goretti Annual Feast Day,110 Avenue NW,90 Street NW,92 Street NW,Total Closure,6am - 5pm,"Closure of 110 Ave, 90 St - alley east of 92 St; 90 St, 110 Ave - alley south of 111 Ave.",Special Event,Special Event,Central,Road,POINT (-113.47928556493376 53.55968587868358)
828,,"Sep 09, 2025","Sep 13, 2025",Current,Whitemud Drive reduced to a single lane per direction,Whitemud Drive NW,53 Avenue NW,122 Street NW,Major Delays,4 Nights,Night work only from 10pm - 6am. Whitemud Dr will be reduced to a single lane per direction from 53ave to 122st due to bridge construction. Expect delays.,Bridge Construction,Construction,Southwest,Road,POINT (-113.57201214645684 53.490407577573094)
788,,"Aug 30, 2025","Aug 31, 2025",Complete,"82 Ave, 111 St - 112 St Traffic Split",82 Avenue NW,111 Street NW,112 Street NW,Travel Delays,1 Night(9pm - 9am),The westbound lanes on 82 Ave from 111 St - 112 St will be closed. Two-way traffic will be split and maintained on the eastbound lanes. The North sidewalk will be closed and detoured. Please use other routes.,Crane Lift,Construction,Central,Road and Sidewalk,POINT (-113.5178213453063 53.518110742891764)
536,,"Jul 21, 2025","Aug 16, 2025",Complete,83 Ave; 98 St-99 St,83 Avenue NW,98 Street NW,99 Street NW,Total Closure,27 Days,83 Ave to be totally closed from 98 St to 99 St.,Drainage Repair Replace,Construction,Central,Road,POINT (-113.48279177434134 53.519045172223976)
478,,"Jul 08, 2025","Jul 09, 2025",Complete,56 St; Gateway Blvd-103A St Total Closure,56 Avenue NW,Gateway Boulevard,103A Street NW,Total Closure,1 Night (21:00-06:00),56 Ave to be toatally closed from Gateway Blvd to 103A St.,Sewer Maintenance,Construction,Central,Road,POINT (-113.49197150192849 53.493236761747994)
378,,"Jun 23, 2025","Jun 27, 2025",Complete,123 Street total closure,123 Street NW,102 Avenue NW,Jasper Avenue NW,Total Closure,5 days,123 St from 102 Ave to alley north of Jasper Ave will be total closed. Use 122 St or 124 St for detour,Crane demobilization,Construction,Central,Road and Sidewalk,POINT (-113.53412815221492 53.54301657658639)
876,,"Sep 09, 2025","Oct 09, 2025",Current,,66 STREET SW,25 AVENUE SW,ORCHARDS BOULEVARD SW,Travel Delays,31 Days,"Starting September 9, 2025, until October 9, 2025, traffic on 66 Street SW travelling in both directions will be reduced, for a brief distance at the intersection of Orchards Blvd to a split traffic. Please choose alternate routes.",DRAINAGE INSTALL,Construction,Southeast,Road and Sidewalk,POINT (-113.44260080720267 53.4105600036769)
501,,"Jul 11, 2025","Jul 11, 2025",Complete,Traffic Incident,YELLOWHEAD TRAIL NW,107 STREET NW,,Traffic Incident Delays,Unknown,Traffic Incident Yellowhead Trail westbound at 107 St.,Traffic Incident,Traffic Incident,Northeast,Road,POINT (-113.50547563243887 53.581336959825904)
307,,"May 26, 2025","Jul 18, 2025",Current,EPCOR Drainage install,75 Street,86 Avenue,87 Avenue,Major Delays,54 Days,Reduced to one lane northbound for EPCOR Drainage install.,EPCOR Drainage install,Construction,Southeast,Road,POINT (-113.44288555818623 53.52115745471293)
595,,"Aug 05, 2025","Aug 12, 2025",Complete,Emily Murphy Park Road Closed,Emily Murphy Park Road NW,116 Street NW,Groat Road NW,Total Closure,1 Week,Emily Murphy Park Rd will be closed from 116 St - Groat Rd to complete a sewer repair. Access maintained to Emily Murphy Park via Groat Rd. Use other routes.,Sewer Repair,Construction,Central,Road,POINT (-113.53762194808881 53.53200655832504)
212,,"May 20, 2025","Aug 25, 2025",Complete,41 Ave SW Total Closure,41 Avenue SW,170 Street SW,Chappelle Way SW,Total Closure,3 Months,Starts May 20th @ 9am. 41 Ave SW from 170 St to Chappelle Way will be closed due to road construction. Local access to be maintained from either the east or west end of the closure. Follow detour route.,Road Construction Rehab,Construction,Southwest,Road,POINT (-113.59479677180826 53.395786136435284)
718,,"Aug 26, 2025","Aug 26, 2025",Complete,Single Inside lane Closure,Terwillegar Drive NW,40 Avenue NW,Whitemud Drive NW,Travel Delays,1 Day,The inside lane on Terwillegar drive Northbound from 40ave to Whitemud drive will be closed due to a concrete pour. Lane closure to go into both AM and PM peak hours. Expect delays.,Concrete Pour,Construction,Southwest,Road,POINT (-113.5708197261924 53.48248635019089)
774,,"Sep 02, 2025","Sep 07, 2025",Current,100 Avenue Delays,100 Avenue NW,107 Street NW,,Travel Delays,Six Days,100 Avenue will be reduced to a single lane in both directions with no Left Turn Permitted,Utility Construction,Construction,Central,Road and Sidewalk,POINT (-113.50476041134615 53.538838953919765)
188,,"May 12, 2025","May 23, 2025",Complete,Single lane closure both directions,Riverbend Road NW,48 Avenue NW,45 Avenue NW,Travel Delays,2 Weeks,Starts May 12th. Riverbend road from 48 Ave to 45 Ave will be reduced to 1 lane in each direction due to a hydrant repair. Expect travel delays.,Hydrant Repair,Construction,Southwest,Road,POINT (-113.57778334730428 53.48669947875726)
146,,"Apr 28, 2025","May 02, 2025",Complete,Reduced to Single Lane under Flagperson Control,Rowland Road NW,84 Street NW,87 Street NW,Increased Travel Time,9am - 2pm,"Dawson Br reduced to single lane, two way traffic maintained under flagperson
control. Detour using other route",Bridge Maintenance,Construction,Central,Road,POINT (-113.46916132813115 53.54828007916903)
855,,"Sep 08, 2025","Sep 11, 2025",Current,101 ST Traffic Split,101 Street NW,106 Avenue NW,109A Avenue NW,Increased Travel Time,Three Nights,"101 ST northbound and southbound reduced to a single lane with alternating splits between 19:00hrs-06:00hrs. No access to 108 AV (east/west) from 101 ST, no access to 107 AV east of 101 ST. Local access will be maintained.",Mill & Overlay,Construction,Central,Road,POINT (-113.49371908431814 53.54980704789978)
355,,"Jun 21, 2025","Jun 21, 2025",Complete,YTH Service Rd E of 156 St to YHT WB Closed,Yellowhead Trail,149 Street NW,156 Street NW,Total Closure,1 Day,The ramp to WB Yellowhead Tr from the Yellowhead Tr service road will be closed from East of 156 St to Yellowhead Tr. Use other routes.,Paving,Construction,Northwest,Road,POINT (-113.59177943676596 53.578733720210636)
526,,"Jul 31, 2025","Aug 11, 2025",Complete,Single Lane Closure,104 Street NW,82 Avenue NW,80 Avenue NW,Increased Travel Time,11 Days (24/7),"104 Street is reduced to two lane southbound between 82 Avenue (Whyte Avenue) and 80 Avenue. Expect delays until 6am, August 11th.",Construction,Construction,Central,Road and Sidewalk,POINT (-113.49757913031738 53.518075060706636)
402,,"Jul 31, 2025","Jul 31, 2025",Revised,Alley Closure,118 Avenue NW,94 Street Nw,93 Street NW,Total Closure,19:00-22:00,Alley South of 118 Avenue will be closed between 94 Street and 93 Street. Alley West of 93 Street will be closed between 118 Avenue and alley of South 118 Avenue.,Special Event,Special Event,Central,Road and Sidewalk,POINT (-113.48576288255836 53.57038858839272)
490,,"Jul 19, 2025","Jul 20, 2025",Complete,104 St Closure,104 Street NW,Jasper Avenue NW,102 Avenue NW,Total Closure,Sat at 4pm-Sun at 1am,104 St closed from Jasper Ave - 102 Ave from July 19 at 4pm to July 20 at 1am due to special event - 104 Street Car Show.,Special Event,Special Event,Central,Road,POINT (-113.49924937072183 53.5409311968637)
833,,"Sep 08, 2025","Dec 08, 2025",Current,Calgary Tr SW Service road Northbound Closed,103A Street SW,Calgary Trail SW,,Directional Closure,3 Months,Starts Sept 8th. Calgary Tr SW service Rd NB will be closed at 103A St due to a Drainage repair. Southbound access from Ellerslie Rd remains open.,Drainage Repair,Construction,Southwest,Road,POINT (-113.49583592863067 53.41751349427647)
622,,"Aug 18, 2025","Aug 29, 2025",Current,Jasper AV Traffic Split,Jasper Avenue NW,95 Street NW,96 Street NW,Increased Travel Time,Two Weeks,Road segment will be reduced to a single lane in each direction with alternating splits (to the north and/or to the south).,Crosswalk repairs,Construction,Central,Road,POINT (-113.4787396494315 53.54514187236652)
890,,"Sep 12, 2025","Sep 14, 2025",Current,50 St and 137 Ave Intersection Closure,50 Street NW,137 Avenue NW,,Total Closure,Two Nights (9PM to 9AM),"50 Street and 137 Ave intersection will be closed, all traffic sent to right turn bays. Pedestrians maintained.",Milling and Paving,Construction,Northeast,Road,POINT (-113.41795115236478 53.53768539739798)
208,,"May 08, 2025","May 13, 2025",Complete,Reduced to one lane westbound,23 Avenue,66 Street,72 Street,Increased Travel Time,6 Days,23 Avenue westbound is reduced to one lane due to an emergency EPCOR Water repair.,Emergency watermain repair,Construction,Southeast,Road,POINT (-113.44392277920078 53.453541532256146)
453,,"Jul 11, 2025","Jul 12, 2025",Complete,97 Ave WBD reduced to two lanes,97 Avenue NW,101 Street NW,102 Street NW,Travel Delays,2 days,97 Ave westbound will be reduced to two lanes starting 7pm Fri Jul 11 until 6pm Sat Jul 11.,drainage maintenance,Construction,Central,Road and Sidewalk,POINT (-113.4937415753259 53.534234263574355)
693,,"Aug 21, 2025","Aug 22, 2025",Complete,SB 83 St to EB Argyll Rd,,83 Street NW,Argyll Road,Directional Closure,1 night (9pm-6am),SB 83 St to EB Argyll Rd Left Turn Closure. Please use other routes.,LOOPS REPAIR REPLACE,Construction,Central,Road,POINT (-113.46057937802404 53.54428523590112)
780,,"Aug 29, 2025","Sep 02, 2025",Complete,University Ave Eastbound Single Lane Closure,University Avenue NW,115 Street NW,114 Street NW,Travel Delays,5 Days(Fri 6pm - Tue 3pm),Starting Friday @ 6pm the Eastbound University Ave #1 turning lane (EB to SB) from 115 St - 114 St will be closed for a waterline install. The south service road will be closed and local traffic maintained. Use other routes.,Waterline Install,Construction,Central,Road,POINT (-113.52884402100275 53.51697419868827)
101,,"Apr 09, 2025","Apr 09, 2025",Complete,Traffic Incident,ST ALBERT TRAIL NW,137 AVENUE NW,,Traffic Incident Delays,Unknown,Traffic Incident St. Albert Tr southbound at 137 Ave. Left lanes blocked.,Traffic Incident,Traffic Incident,Northwest,Road,POINT (-113.55637893928153 53.57903788113347)
428,,"Jul 09, 2025","Jul 16, 2025",Complete,95 ST Traffic Split,95 Street NW,109A Avenue NW,110 Avenue NW,Increased Travel Time,One Week,Roadway width will be reduced in both directions and split to the east side.,Drainage Repairs,Construction,Central,Road,POINT (-113.48549759117265 53.55732258796453)
870,,"Sep 15, 2025","Sep 22, 2025",Current,WMD EB @ 53ave on and off ramps closed,Whitemud Drive NW,53 Avenue NW,,Total Closure,7 Nights,Nightly from 9pm - 6am. WMD EB @ 53 Ave on and off ramps both closed due to milling and paving. Follow detour route.,Milling and Paving,Construction,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
818,,"Sep 08, 2025","Sep 11, 2025",Current,101 ST Lane Closures,101 Street NW,Kingsway NW,111 Avenue NW,Increased Travel Time,Four Days,101 ST northbound and southbound reduced to a single lane between 111 AV - Kingsway. Kingsway reduced to a single lane eastbound and westbound between 99 ST - 102 ST. No left turns will be permitted at intersection of 101 ST & Kingsway. All obstructions to occur between 20:00-06:00hrs.,Drainage Maintenance,Construction,Central,Road,POINT (-113.49367944526267 53.558895942568334)
511,,"Aug 10, 2025","Aug 11, 2025",Complete,118 AV Eastbound Lane Closure,118 Avenue NW,93 Street NW,91 Street NW,Increased Travel Time,Two Days,118 AV eastbound will be reduced to a single lane. No access to 92 ST south of 118 AV; no thru traffic on 92 ST south of 118 AV to 118 AV. Detour using other routes.,Sewer Maintenance,Construction,Central,Road,POINT (-113.4842339927919 53.570389741739746)
730,,"Aug 22, 2025","Aug 22, 2025",Complete,TEST closure,180A Avenue NW,93 Street NW,94 Street NW,Major Delays,1 day,TEST DETAILS,TEST REASON,Construction,Northwest,Road and Sidewalk,POINT (-113.48472460214265 53.64289847432143)
265,,"May 30, 2025","May 30, 2025",Complete,Traffic Incident,97 STREET NW,123 AVENUE NW,,Traffic Incident Delays,Unknown,Traffic Incident 97 St southbound near 123 Ave. Right lanes blocked.,Traffic Incident,Traffic Incident,Central,Road,POINT (-113.49209671590035 53.57830356547727)
8,,"Mar 24, 2025","Oct 31, 2025",Current,Jasper Ave reduced to one lane each way,Jasper Avenue,114 Street NW,117 Street NW,Travel Delays,7 Months,9am on March 24: Jasper Ave reduced to one lane each direction from 114 St - 117 St. Access to and from 115 St & 117 St north of Jasper Ave will be closed. EB & WB left turns banned at 114 St. Additional delays / impacts to follow under new/revised TDNs.,Imagine Jasper Ave - Phase #1,Construction,Central,Road,POINT (-113.52313983831827 53.54094175104735)
